city,distance,through
KAB. ACEH BARAT,3169.2128155424894,"[304, 303, 140, 1]"
KAB. ACEH BARAT DAYA,3049.5210189093214,"[304, 303, 140]"
KAB. ACEH BESAR,3299.815861112852,"[304, 303, 140, 1]"
KAB. ACEH JAYA,3244.241401864593,"[304, 77, 78, 4]"
KAB. ACEH SELATAN,2993.776220104955,"[304, 77, 78]"
KAB. ACEH SINGKIL,2905.176160300667,"[304, 303, 302, 108, 107, 72]"
KAB. ACEH TAMIANG,3059.4334789703626,"[304, 326, 325]"
KAB. ACEH TENGAH,3110.6794837441516,"[304, 303, 302, 301, 30, 26]"
KAB. ACEH TENGGARA,3038.6563946452475,"[304, 303, 302, 153, 67]"
KAB. ACEH TIMUR,3030.2384125483313,"[304, 303, 302, 301, 88]"
KAB. ACEH UTARA,3096.828546636819,"[304, 303, 302, 301, 88, 9]"
KAB. BENER MERIAH,3130.6784205610693,"[304, 318, 319, 43, 42]"
KAB. BIREUEN,3155.0995599915323,"[304, 349]"
KAB. GAYO LUES,3023.002916208152,"[304, 303, 302, 301]"
KAB. NAGAN RAYA,3108.2056250836986,"[304, 303, 302, 25]"
KAB. PIDIE,3214.863140595997,"[304, 75, 16]"
KAB. PIDIE JAYA,3185.331743963416,"[304, 75]"
KAB. SIMEULUE,3155.949683560534,"[304, 75, 55]"
KOTA BANDA ACEH,3307.140553160454,"[304, 318, 317, 19]"
KOTA LANGSA,2989.980897594348,"[304, 318, 317]"
KOTA LHOKSEUMAWE,3111.4521190747246,"[304, 318, 317, 19]"
KOTA SABANG,3327.5996588434027,"[304, 318, 317, 19, 20]"
KOTA SUBULUSSALAM,2895.876767986949,"[304, 303, 83]"
KAB. ASAHAN,2825.366109484908,"[304, 349, 93, 92, 24]"
KAB. BATUBARA,2783.033531684554,"[304, 349, 93, 92]"
KAB. DAIRI,2866.9079213093682,"[304, 303, 302]"
KAB. DELI SERDANG,2873.9201741976767,"[304, 303, 302, 301, 30]"
KAB. HUMBANG HASUNDUTAN,2866.8918578446564,"[304, 303, 302, 301, 270]"
KAB. KARO,2889.2940124205984,"[304, 303, 302, 301, 30]"
KAB. LABUHANBATU,2689.186404916708,"[304, 303, 302, 301, 30]"
KAB. LABUHANBATU SELATAN,2637.580839460968,"[304, 303, 302, 301]"
KAB. LABUHANBATU UTARA,2702.955035147763,"[304, 303, 302, 301, 30]"
KAB. LANGKAT,2940.430937206177,"[304, 303, 302, 301, 30, 31]"
KAB. MANDAILING NATAL,2676.519061846428,"[304, 236]"
KAB. NIAS,2828.1714706380653,"[304, 62]"
KAB. NIAS BARAT,2858.2975911369113,"[304, 62, 34]"
KAB. NIAS SELATAN,2824.599409913849,"[304, 236]"
KAB. NIAS UTARA,2879.758309674144,"[304, 303, 302]"
KAB. PADANG LAWAS,2738.028560130116,"[304, 131, 132, 133]"
KAB. PADANG LAWAS UTARA,2711.9205278273184,"[304, 349, 350]"
KAB. PAKPAK BHARAT,2871.2542053722855,"[304, 303, 302, 301, 88]"
KAB. SAMOSIR,2862.345091951946,"[304, 303, 302, 108, 107, 72]"
KAB. SERDANG BEDAGAI,2849.2203393693517,"[304, 318, 319, 43]"
KAB. SIMALUNGUN,2802.3342737565645,"[304, 318, 319]"
KAB. TAPANULI SELATAN,2726.7088324245074,"[304, 303, 302, 108, 107]"
KAB. TAPANULI TENGAH,2797.353044151131,"[304, 303, 302, 108, 107, 44]"
KAB. TAPANULI UTARA,2754.3624440947,"[304, 77, 78]"
KAB. TOBA SAMOSIR,2794.036316311405,"[304, 77, 78, 46]"
KOTA BINJAI,2906.6744242827926,"[304, 318, 319]"
KOTA GUNUNGSITOLI,2849.5319066023612,"[304, 77]"
KOTA MEDAN,2916.290948753271,"[304, 236]"
KOTA PADANGSIDEMPUAN,2784.6103045348564,"[304, 131, 63]"
KOTA PEMATANGSIANTAR,2825.715959897461,"[304, 318, 319, 43]"
KOTA SIBOLGA,2761.1427096395364,"[304, 77, 78]"
KOTA TANJUNGBALAI,2775.9649639880167,"[304, 236, 138]"
KOTA TEBING TINGGI,2800.0805871854195,"[304, 75]"
KAB. AGAM,2546.486374962649,"[304, 236, 57]"
KAB. DHARMASRAYA,2357.67153497554,"[304, 236]"
KAB. KEPULAUAN MENTAWAI,2605.330357045781,[304]
KAB. LIMA PULUH KOTA,2592.324604289909,"[304, 303, 302, 301, 88]"
KAB. PADANG PARIAMAN,2564.960315291849,"[304, 131, 132, 133]"
KAB. PASAMAN,2570.1501257440523,"[304, 236]"
KAB. PASAMAN BARAT,2596.792322207401,[304]
KAB. PESISIR SELATAN,2396.3675334514005,"[304, 131]"
KAB. SIJUNJUNG,2459.848343794994,"[304, 303, 302, 301, 270]"
KAB. SOLOK,2423.1519569990546,"[304, 303, 302]"
KAB. SOLOK SELATAN,2430.6241019621075,"[304, 303, 302, 153, 123, 124]"
KAB. TANAH DATAR,2509.8183631332936,"[304, 303, 302, 153]"
KOTA BUKITTINGGI,2538.6911945552147,"[304, 303, 302, 153, 67]"
KOTA PADANG,2479.389630381996,"[304, 303, 302, 108, 107]"
KOTA PADANGPANJANG,2532.915221214155,"[304, 303, 302, 108, 107, 69]"
KOTA PARIAMAN,2556.1517807105924,"[304, 303, 302, 108, 107, 72]"
KOTA PAYAKUMBUH,2484.5730590169533,"[304, 303, 302, 108, 107]"
