KAB. TASIKMALAYA,-7.6513,108.1429,184
KOTA BANDUNG,-6.9175,107.6191,185
KOTA BANJAR,-7.3707,108.5342,186
KOTA BEKASI,-6.2383,106.9756,187
KOTA BOGOR,-6.5971,106.806,188
KOTA CIMAHI,-6.8841,107.5413,189
KOTA CIREBON,-6.732,108.5523,190
KOTA DEPOK,-6.4025,106.7942,191
KOTA SUKABUMI,-6.9277,106.93,192
KOTA TASIKMALAYA,-7.3506,108.2172,193
KOTA JAKARTA,-6.1751,106.865,194
KAB. ADMINISTRASI KEPULAUAN SERIBU,-5.6122,106.617,195
KAB. BANJARNEGARA,-7.3794,109.6163,196
KAB. BANYUMAS,-7.4832,109.1404,197
KAB. BATANG,-7.0392,109.9021,198
KAB. BLORA,-7.0122,111.3799,199
KAB. BOYOLALI,-7.4318,110.6884,200
KAB. BREBES,-6.9592,108.9027,201
KAB. CILACAP,-7.6178,108.9027,202
KAB. DEMAK,-6.9239,110.6646,203
KAB. GROBOGAN,-7.1542,110.9507,204
KAB. JEPARA,-6.5827,110.6787,205
KAB. KARANGANYAR,-7.6387,111.046,206
KAB. KEBUMEN,-7.6681,109.6525,207
KAB. KENDAL,-7.0265,110.1879,208
KAB. KLATEN,-7.6579,110.6646,209
KAB. KUDUS,-6.7726,110.8791,210
KAB. MAGELANG,-7.4305,110.2832,211
KAB. PATI,-6.745,111.046,212
KAB. PEKALONGAN,-7.0517,109.6163,213
KAB. PEMALANG,-7.0599,109.4259,214
KAB. PURBALINGGA,-7.3059,109.4259,215
KAB. PURWOREJO,-7.6965,109.9989,216
KAB. REMBANG,-6.8082,111.4276,217
KAB. SEMARANG,-7.1765,110.4739,218
KAB. SRAGEN,-7.4303,111.0092,219
KAB. SUKOHARJO,-7.6484,110.8553,220
KAB. TEGAL,-6.8588,109.1048,221
KAB. TEMANGGUNG,-7.2749,110.0892,222
KAB. WONOGIRI,-7.8846,111.046,223
KAB. WONOSOBO,-7.3632,109.9002,224
KOTA MAGELANG,-7.4797,110.2177,225
KOTA PEKALONGAN,-6.8898,109.6746,226
KOTA SALATIGA,-7.3305,110.5084,227
KOTA SEMARANG,-7.0051,110.4381,228
KOTA SURAKARTA,-7.5755,110.8243,229
KOTA TEGAL,-6.8797,109.1256,230
KAB. BANTUL,-7.919,110.3785,231
KAB. GUNUNGKIDUL,-8.0305,110.6169,232
KAB. KULON PROGO,-7.8267,110.1641,233
KAB. SLEMAN,-7.7325,110.4024,234
KOTA YOGYAKARTA,-7.7956,110.3695,235
KAB. BANGKALAN,-7.0384,112.9137,236
KAB. BANYUWANGI,-8.2191,114.3691,237
KAB. BLITAR,-8.0955,112.1609,238
KAB. BOJONEGORO,-7.3175,111.7615,239
KAB. BONDOWOSO,-7.9674,113.9061,240
KAB. GRESIK,-7.155,112.5722,241
KAB. JEMBER,-8.1845,113.6681,242
KAB. JOMBANG,-7.5741,112.2861,243
KAB. KEDIRI,-7.8232,112.1907,244
KAB. LAMONGAN,-7.1269,112.3338,245
KAB. LUMAJANG,-8.0944,113.1442,246
KAB. MADIUN,-7.6093,111.6184,247
KAB. MAGETAN,-7.6433,111.356,248
KAB. MALANG,-8.2422,112.7152,249
KAB. MOJOKERTO,-7.4699,112.4351,250
KAB. NGANJUK,-7.5944,111.9046,251
KAB. NGAWI,-7.461,111.3322,252
KAB. PACITAN,-8.1263,111.1414,253
KAB. PAMEKASAN,-7.1051,113.5252,254
KAB. PASURUAN,-7.786,112.8582,255
KAB. PONOROGO,-7.8651,111.4696,256
KAB. PROBOLINGGO,-7.8718,113.4776,257
KAB. SAMPANG,-7.0402,113.2394,258
KAB. SIDOARJO,-7.4726,112.6675,259
KAB. SITUBONDO,-7.7889,114.1915,260
KAB. SUMENEP,-6.9254,113.9061,261
KAB. TRENGGALEK,-8.1824,111.6184,262
KAB. TUBAN,-6.8955,112.0298,263
KAB. TULUNGAGUNG,-8.0912,111.9642,264
KOTA BATU,-7.8831,112.5334,265
KOTA BLITAR,-8.0955,112.1609,266
KOTA KEDIRI,-7.848,112.0178,267
KOTA MADIUN,-7.6311,111.53,268
KOTA MALANG,-7.9666,112.6326,269
KOTA MOJOKERTO,-7.4705,112.4401,270
KOTA PASURUAN,-7.6469,112.8999,271
KOTA PROBOLINGGO,-7.7764,113.2037,272
KOTA SURABAYA,-7.2575,112.7521,273
KAB. BADUNG,-8.5819,115.1771,274
KAB. BANGLI,-8.2976,115.3549,275
KAB. BULELENG,-8.2239,114.9517,276
KAB. GIANYAR,-8.4248,115.2601,277
KAB. JEMBRANA,-8.3233,114.6668,278
KAB. KARANGASEM,-8.3466,115.5207,279
KAB. KLUNGKUNG,-8.7278,115.5444,280
KAB. TABANAN,-8.4596,115.0466,281
KOTA DENPASAR,-8.6705,115.2126,282
KAB. BIMA,-8.4354,118.6265,283
KAB. DOMPU,-8.5364,118.3462,284
KAB. LOMBOK BARAT,-8.6465,116.1123,285
KAB. LOMBOK TENGAH,-8.6946,116.2777,286
KAB. LOMBOK TIMUR,-8.5134,116.561,287
KAB. LOMBOK UTARA,-8.3739,116.2777,288
KAB. SUMBAWA,-8.6529,117.3616,289
KAB. SUMBAWA BARAT,-8.9293,116.891,290
KOTA BIMA,-8.4643,118.7449,291
KOTA MATARAM,-8.577,116.1005,292
KAB. ALOR,-8.2928,124.5528,293
KAB. BELU,-9.1539,124.9066,294
KAB. ENDE,-8.6763,121.7195,295
KAB. FLORES TIMUR,-8.3131,122.9663,296
KAB. KUPANG,-9.9906,123.8858,297
KAB. LEMBATA,-8.4719,123.4832,298
KAB. MALAKA,-9.5309,124.9066,299
KAB. MANGGARAI,-8.6797,120.3897,300
KAB. MANGGARAI BARAT,-8.6688,120.0665,301
KAB. MANGGARAI TIMUR,-8.6207,120.62,302
KAB. NGADA,-8.743,120.9876,303
KAB. NAGEKEO,-8.6754,121.3084,304
KAB. ROTE NDAO,-10.7386,123.1239,305
KAB. SABU RAIJUA,-10.5541,121.8335,306
KAB. SIKKA,-8.6766,122.1292,307
KAB. SUMBA BARAT,-9.6548,119.3947,308
KAB. SUMBA BARAT DAYA,-9.5391,119.1391,309
KAB. SUMBA TENGAH,-9.4879,119.6963,310
KAB. SUMBA TIMUR,-9.9802,120.3436,311
KAB. TIMOR TENGAH SELATAN,-9.7763,124.4198,312
KAB. TIMOR TENGAH UTARA,-9.4523,124.5971,313
KOTA KUPANG,-10.1772,123.607,314
KAB. BENGKAYANG,1.0691,109.6639,315
KAB. KAPUAS HULU,0.8337,113.0012,316
KAB. KAYONG UTARA,-0.9226,110.045,317
KAB. KETAPANG,-1.5698,110.5215,318
KAB. KUBU RAYA,-0.3534,109.4735,319
KAB. LANDAK,0.4237,109.7592,320
KAB. MELAWI,-0.7001,111.6661,321
KAB. MEMPAWAH,0.3897,109.1404,322
KAB. SAMBAS,1.3625,109.2832,323
KAB. SANGGAU,0.14,110.5215,324
KAB. SEKADAU,-0.0697,110.9984,325
KAB. SINTANG,-0.1378,112.8106,326
KOTA PONTIANAK,-0.0263,109.3425,327
KOTA SINGKAWANG,0.906,108.9872,328
KAB. BALANGAN,-2.326,115.6155,329
KAB. BANJAR,-3.32,114.9991,330
KAB. BARITO KUALA,-3.0715,114.6668,331
KAB. HULU SUNGAI SELATAN,-2.7663,115.2363,332
KAB. HULU SUNGAI TENGAH,-2.6153,115.5207,333
KAB. HULU SUNGAI UTARA,-2.4421,115.1889,334
KAB. KOTABARU,-3.003,115.9468,335
KAB. TABALONG,-1.8643,115.5681,336
KAB. TANAH BUMBU,-3.4512,115.5681,337
KAB. TANAH LAUT,-3.7694,114.8093,338
KAB. TAPIN,-2.9161,115.0466,339
KOTA BANJARBARU,-3.4572,114.8103,340
KOTA BANJARMASIN,-3.3186,114.5944,341
KAB. BARITO SELATAN,-1.8759,114.8093,342
KAB. BARITO TIMUR,-2.0124,115.1889,343
KAB. BARITO UTARA,-0.9587,115.094,344
KAB. GUNUNG MAS,-1.2522,113.5729,345
KAB. KAPUAS,-1.8116,114.3341,346
KAB. KATINGAN,-0.9758,112.8106,347
KAB. KOTAWARINGIN BARAT,-2.5063,111.7615,348
KAB. KOTAWARINGIN TIMUR,-2.1225,112.8106,349
KAB. LAMANDAU,-1.8526,111.2845,350
KAB. MURUNG RAYA,-0.1362,114.3341,351
KAB. PULANG PISAU,-2.685,113.9536,352
KAB. SUKAMARA,-2.6268,111.2368,353
KAB. SERUYAN,-3.0123,112.4291,354
KOTA PALANGKARAYA,-2.2161,113.914,355
KAB. BERAU,2.0451,117.3616,356
KAB. KUTAI BARAT,-0.4052,115.8522,357
KAB. KUTAI KARTANEGARA,-0.1337,116.6082,358
KAB. KUTAI TIMUR,0.9434,116.9852,359
KAB. MAHAKAM ULU,0.9617,114.7143,360
KAB. PASER,-1.7175,115.9468,361
KAB. PENAJAM PASER UTARA,-1.2917,116.5138,362
KOTA BALIKPAPAN,-1.2379,116.8529,363
KOTA BONTANG,0.1209,117.48,364
KOTA SAMARINDA,-0.4948,117.1436,365
KAB. BULUNGAN,2.9042,116.9852,366
KAB. MALINAU,3.0731,116.0414,367
KAB. NUNUKAN,4.081,116.6082,368
KAB. TANA TIDUNG,3.5519,117.0794,369
KOTA TARAKAN,3.3274,117.5785,370
KAB. BOALEMO,0.7013,122.2654,371
KAB. BONE BOLANGO,0.5658,123.3486,372
KAB. GORONTALO,0.5693,122.8084,373
KAB. GORONTALO UTARA,0.9253,122.492,374
KAB. POHUWATO,0.7055,121.7195,375
KOTA GORONTALO,0.5435,123.0568,376
KAB. BANTAENG,-5.5169,120.0203,377
KAB. BARRU,-4.4364,119.6499,378
KAB. BONE,-4.7443,120.0665,379
KAB. BULUKUMBA,-5.4329,120.2051,380
KAB. ENREKANG,-3.4591,119.8815,381
KAB. GOWA,-5.3103,119.7426,382
KAB. JENEPONTO,-5.5546,119.6731,383
KAB. KEPULAUAN SELAYAR,-6.287,120.5049,384
KAB. LUWU,-3.3052,120.2513,385
KAB. LUWU TIMUR,-2.5826,121.171,386
KAB. LUWU UTARA,-2.269,119.9741,387
KAB. MAROS,-5.0549,119.6963,388
KAB. PANGKAJENE DAN KEPULAUAN,-4.805,119.5572,389
KAB. PINRANG,-3.6483,119.5572,390
KAB. SIDENRENG RAPPANG,-3.7739,120.0203,391
KAB. SINJAI,-5.2172,120.1127,392
KAB. SOPPENG,-4.3519,119.9278,393
KAB. TAKALAR,-5.4162,119.4876,394
KAB. TANA TORAJA,-3.0753,119.7426,395
KAB. TORAJA UTARA,-2.8622,119.8352,396
KAB. WAJO,-4.0222,120.0665,397
KOTA MAKASSAR,-5.1477,119.4327,398
KOTA PALOPO,-3.0016,120.1985,399
KOTA PAREPARE,-4.0096,119.6291,400
KAB. BOMBANA,-4.6543,121.9018,401
KAB. BUTON,-5.3096,122.9888,402
KAB. BUTON SELATAN,-5.3096,122.9888,403
KAB. BUTON TENGAH,-5.3891,122.5599,404
KAB. BUTON UTARA,-4.7023,123.0339,405
KAB. KOLAKA,-3.9947,121.5827,406
KAB. KOLAKA TIMUR,-4.2279,121.9018,407
KAB. KOLAKA UTARA,-3.1347,121.171,408
KAB. KONAWE,-3.938,122.0837,409
KAB. KONAWE KEPULAUAN,-4.1361,123.1239,410
KAB. KONAWE SELATAN,-4.2028,122.4467,411
KAB. KONAWE UTARA,-3.3803,122.0837,412
KAB. MUNA,-4.9016,122.6277,413
KAB. MUNA BARAT,-4.9016,122.6277,414
KAB. WAKATOBI,-5.6504,123.8902,415
KOTA BAU-BAU,-5.5071,122.5969,416
KOTA KENDARI,-3.9985,122.513,417
KAB. BANGGAI,-0.9562,122.6277,418
KAB. BANGGAI KEPULAUAN,-0.9562,122.6277,419
KAB. BANGGAI LAUT,-1.6735,123.5504,420
KAB. BUOL,0.9695,121.3542,421
KAB. DONGGALA,-0.4233,119.8352,422
KAB. MOROWALI,-2.6987,121.9018,423
KAB. MOROWALI UTARA,-1.6312,121.3542,424
KAB. PARIGI MOUTONG,0.5818,120.8039,425
KAB. POSO,-1.6469,120.4358,426
KAB. SIGI,-1.386,119.8815,427
KAB. TOJO UNA-UNA,-1.0988,121.537,428
KAB. TOLI-TOLI,0.8768,120.758,429
KOTA PALU,-0.9003,119.878,430
KAB. BOLAANG MONGONDOW,0.6871,124.0641,431
KAB. BOLAANG MONGONDOW SELATAN,0.4053,123.8411,432
KAB. BOLAANG MONGONDOW TIMUR,0.7153,124.4642,433
KAB. BOLAANG MONGONDOW UTARA,0.907,123.2657,434
KAB. KEPULAUAN SANGIHE,3.6329,125.5001,435
KAB. KEPULAUAN SIAU TAGULANDANG BIARO,2.346,125.4124,436
KAB. KEPULAUAN TALAUD,4.3067,126.8035,437
KAB. MINAHASA,1.2169,124.8183,438
KAB. MINAHASA SELATAN,1.0947,124.4642,439
KAB. MINAHASA TENGGARA,1.0279,124.7299,440
KAB. MINAHASA UTARA,1.5328,124.9948,441
KOTA BITUNG,1.4404,125.1217,442
KOTA KOTAMOBAGU,0.7244,124.3199,443
KOTA MANADO,1.4748,124.8421,444
KOTA TOMOHON,1.3229,124.8405,445
KAB. MAJENE,-3.0297,118.9063,446
KAB. MAMASA,-2.9118,119.325,447
KAB. MAMUJU,-2.492,119.325,448
KAB. MAMUJU TENGAH,-1.9354,119.5108,449
KAB. MAMUJU UTARA,-1.5265,119.5108,450
KAB. POLEWALI MANDAR,-3.3419,119.1391,451
KAB. BURU,-3.3307,126.6957,452
KAB. BURU SELATAN,-3.7274,126.6957,453
KAB. KEPULAUAN ARU,-6.1947,134.5502,454
KAB. MALUKU BARAT DAYA,-7.7852,126.3498,455
KAB. MALUKU TENGAH,-3.0167,129.4864,456
KAB. MALUKU TENGGARA,-5.7512,132.7272,457
KAB. MALUKU TENGGARA BARAT,-7.5323,131.3611,458
KAB. SERAM BAGIAN BARAT,-3.1272,128.4008,459
KAB. SERAM BAGIAN TIMUR,-3.4233,130.2271,460
KOTA AMBON,-3.6554,128.1908,461
KOTA TUAL,-5.6266,132.7521,462
KAB. HALMAHERA BARAT,1.359,127.5961,463
KAB. HALMAHERA TENGAH,0.442,128.3587,464
KAB. HALMAHERA UTARA,1.5074,127.8937,465
KAB. HALMAHERA SELATAN,-1.5109,127.7238,466
KAB. KEPULAUAN SULA,-1.8456,125.3431,467
KAB. HALMAHERA TIMUR,1.3121,128.485,468
KAB. PULAU MOROTAI,2.3657,128.4008,469
KAB. PULAU TALIABU,-1.8268,124.7741,470
KOTA TERNATE,0.771,127.3695,471
KOTA TIDORE KEPULAUAN,0.674,127.4041,472
KAB. ASMAT,-5.0574,138.3988,473
KAB. BIAK NUMFOR,-1.0381,135.9801,474
KAB. BOVEN DIGOEL,-5.74,140.3482,475
KAB. DEIYAI,-4.0975,136.4393,476
KAB. DOGIYAI,-4.0454,135.6763,477
KAB. INTAN JAYA,-3.5076,136.7478,478
KAB. JAYAPURA,-2.9879,139.8547,479
KAB. JAYAWIJAYA,-4.0004,138.7995,480
KAB. KEEROM,-3.345,140.7624,481
KAB. KEPULAUAN YAPEN,-1.7469,136.1709,482
KAB. LANNY JAYA,-3.971,138.319,483
KAB. MAMBERAMO RAYA,-2.5331,137.7638,484
KAB. MAMBERAMO TENGAH,-2.3746,138.319,485
KAB. MAPPI,-6.7606,139.6911,486
KAB. MERAUKE,-7.7838,139.0413,487
KAB. MIMIKA,-4.4553,137.1362,488
KAB. NABIRE,-3.5095,135.7521,489
KAB. NDUGA,-4.4069,138.2394,490
KAB. PANIAI,-3.7876,136.3625,491
KAB. PEGUNUNGAN BINTANG,-4.559,140.5136,492
KAB. PUNCAK,-3.8649,137.6062,493
KAB. PUNCAK JAYA,-3.4468,137.8427,494
KAB. SARMI,-2.4678,139.2031,495
KAB. SUPIORI,-0.7295,135.6385,496
KAB. TOLIKARA,-3.4811,138.4787,497
KAB. WAROPEN,-1.7469,136.1709,498
KAB. YAHUKIMO,-4.494,139.528,499
KAB. YALIMO,-3.7853,139.4466,500
KOTA JAYAPURA,-2.5916,140.669,501
KAB. YAPEN WAROPEN,-1.7469,136.1709,502
KAB. FAKFAK,-3.0977,133.0195,503
KAB. KAIMANA,-3.2884,133.9437,504
KAB. MANOKWARI,-0.999,133.0195,505
KAB. MANOKWARI SELATAN,-0.999,133.0195,506
KAB. MAYBRAT,-1.2971,132.3151,507
KAB. PEGUNUNGAN ARFAK,-1.1555,133.7142,508
KAB. RAJA AMPAT,-1.0915,130.8779,509
KAB. SORONG,-1.1223,131.4883,510
KAB. SORONG SELATAN,-1.7658,132.1573,511
KAB. TAMBRAUW,-0.7819,132.3938,512
KAB. TELUK BINTUNI,-1.9057,133.3295,513
KAB. TELUK WONDAMA,-2.8552,134.3237,514
KOTA SORONG,-0.8762,131.2558,515
KAB. KLATEN,-7.6579,110.6646,209
KAB. SERAM BAGIAN TIMUR,-3.4233,130.2271,460
KAB. BULELENG,-8.2239,114.9517,276
KOTA MADIUN,-7.6311,111.53,268
PULAU MIDAI KAB. NATUNA,2.9979,107.7755,97
KAB. MERAUKE,-7.7838,139.0413,487
KAB. LAMPUNG TENGAH,-4.8008,105.3131,144
KAB. PURWAKARTA,-6.5649,107.4322,180
KAB. LABUHANBATU UTARA,2.3466,99.8125,31
KAB. SIKKA,-8.6766,122.1292,307
KOTA SURAKARTA,-7.5755,110.8243,229
KAB. KARANGASEM,-8.3466,115.5207,279
KAB. PANIAI,-3.7876,136.3625,491
KAB. PADANG LAWAS,1.1187,99.8125,38
KOTA BANJARBARU,-3.4572,114.8103,340
KAB. ROTE NDAO,-10.7386,123.1239,305
KAB. YAPEN WAROPEN,-1.7469,136.1709,502
KAB. TAPANULI UTARA,2.0405,99.1013,46
KAB. KAPUAS HULU,0.8337,113.0012,316
KAB. BONE BOLANGO,0.5658,123.3486,372
KAB. TULUNGAGUNG,-8.0912,111.9642,264
KAB. LANDAK,0.4237,109.7592,320
KAB. LEMBATA,-8.4719,123.4832,298
KAB. TAKALAR,-5.4162,119.4876,394
KAB. FLORES TIMUR,-8.3131,122.9663,296
KAB. BANYUWANGI,-8.2191,114.3691,237
KAB. PONOROGO,-7.8651,111.4696,256
KAB. BANDUNG BARAT,-6.8652,107.492,168
KAB. JENEPONTO,-5.5546,119.6731,383
KAB. NGANJUK,-7.5944,111.9046,251
